raw_value,host,active,phishing_score,phishing_indicators,verified_phishing,content_hash,final_url,dns_resolved,http_active,http_status,ip_addresses,ssl_valid,filename,check_timestamp
https://www.instagram.com/pnbbank1311?igsh=MTl0aDJzNDJ5ZTJ4OQ==,instagram.com,True,0,,False,d4c947533eddc4a6,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571528742424,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,5a6a059fbb5f09be,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100083652816664,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,69d182262ae15aa7,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100068211695395,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,80d48c20882370bc,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573029962047,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,3f113ef68979e58c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573694302972,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c7b9c857eeff36c7,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/kamal_official_21097?igsh=MWY1ZXQyNjRxeDRkYQ==,instagram.com,True,0,,False,695dc5f0b7456c48,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61558342011323,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,0642c3c570437770,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/ads/library/?id=2935450693295449,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,bdc051bb0ea3c0f0,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100077311500242,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,05a34bb58f8b6f11,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/ads/library/?id=1465788037421441,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,cbc3280b35456052,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100067753560596,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,3be467a9b27f73cc,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/pnb8600?igsh=MXY0YjY5bzR4YzYycg==,instagram.com,True,0,,False,fa3da1d41258b4b7,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/SupportPNB/,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,7922c788455b48f6,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61564161154801 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2a2246e9680be4a2,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/pnb_bank_kotputli?igsh=eTNkc3IwNnBna3oz,instagram.com,True,0,,False,ac46cb89dbe0f6a0,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573387946842,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,0ca9ceacf82e35f0,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100088093007955 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d4f2673af81f5157,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100065602268602,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,668d9c7925e4f7a5,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100069510823708 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d1c80114135461ae,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573154309702,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,62c9ceef4d764f3d,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/pnbbankmitrakasganj/,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,35a26a87e9de9808,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61554598225176,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e02b1fd7b1b91c4a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61556829562937,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,55491f306db499bd,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61557646744454,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,8ffb1b5b4e976852,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573798858584,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,577a3d33272ef14c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61557293008023,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,21e3895428aa7be4,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552702223472,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,32647787e677e62e,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100088878716113,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,58f3bdb24d731b65,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61570284761710,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e70736413b5ece57,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573383724919,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,4dfdae7ec2e429a0,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61566984117769,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,b57582a098a38259,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100095469162166,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,199634bf63ef6dc0,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552498287655,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2175268ad59ba4f5,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552838946506,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,379de5acd82268f7,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61572485173120 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,85d7cf48adcc81cc,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552235900253,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,fcc2af861a2dde0a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61551835757285,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d8f4b22330f58cf9,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61572425387188 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,3a45188edbcc1a8a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552176195295,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,a251b231f7158d59,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61556076622547,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2a340f17b2b7e40c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61555699406177,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d43e898178b54dfe,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61567587273603,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,1af30922fb7a7e25,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61568963322953 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,dbc23b22f321a45f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61566501186532,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d7f9d79f4432e901,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61551543384474,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,70949719b2d46a6a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61572703377344,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,fc9cb86525739675,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61568831079494,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,84938d5287a2ddb2,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61555548714671,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,63d992c80c937a56,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://apkrabi.com/download/pnb-one-38973,apkrabi.com,True,0,,False,,,True,False,,"172.67.201.89,104.21.42.58",False,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61559353213541,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,9da5f6633a3d003c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61567549061136,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,82bc99b2b0da02e7,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100067680595575,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,a38a3b60f5265f47,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571473224033,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,6d06b189c06dc614,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61570011976833,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,bc0b0485efcd6e4e,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61569422262159,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2ba540b8585f8dbc,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61566936306627,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,cc04ed63506fcc9f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61569900642732,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,528cc33e255a1f7a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100079000574849,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d3df86f0b513e800,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61560300869692,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,181065ddf49fd6ba,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553181191222,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,b0a359736579ac2f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61568069313447,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,b8bdd6def3b44933,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61555161130409,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,f96748db361c1522,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61566071652197,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,60351ffc35acace5,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571815648117,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e8e5fb5299101e06,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61554189001859,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,7b97985cc97d90aa,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61565490932549,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,54216b4ebda9e692,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61567686482498,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,324a1942c61662ec,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553982994290,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,727a90cb3aaebbc0,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553109555088,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2fca6c1f3bdfce2f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552162424942,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,0caa7a9628521194,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100068563910936,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,4ca821664663ddc2,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61555744297729,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,eb1c4bfeca318178,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100078752266698,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,de2750459baae726,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100095633618146,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c37e93b516f4b02f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61556276803575,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,de8ccc23c4b3b23f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61567419548852,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,b7a755189071860c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61569408460168,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,0d64cf0930357845,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571022316952,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d902beb8ab743999,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61569702084411,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2eca2a31910832be,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100080290238029,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,11a339387f0bacba,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61550657006686,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,ea8addf690013f8d,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571627857768,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,1c4cc78a2f17a053,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61568780590690,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,4fac246ac153983d,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100089273391240,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,27036f4175603799,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100065295887879,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,44cce9066d419872,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100084534822521,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2c3c5f9f43f371a6,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100066861876141,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,76b643499b6a1d05,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100066666487830,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d62707635d34da97,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61570944446324,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,43ae7e3da3c32e84,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571005964738,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,ec95ac0ad12c77be,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61562272241163,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e078d04f786e1d3c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
mrityunjoy.sarkar@peregrine-security.com,peregrine-security.com,True,10,FORMS_FOUND:1,False,22fabe31bb5b0f1a,https://www.peregrine-security.com/,True,True,200.0,165.22.222.59,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100069805733054,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,1c07bd021874823b,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/pnb12345m,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c9bb497626f62456,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61571262090215,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,030cce471b9b355f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61556947500843,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,3efdd1f46b5f0d19,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61567843357066,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,03a963e90a20d557,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552925361174,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,8306ba40b572b4f8,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100069255476218,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d03e5d2c370d2185,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
